Tempo,Erro Little
1200.00, 0.00005305713376757559
1210.00, 0.00004008521424736511
1220.00, 0.00003266973431581555
1230.00, 0.00003514221395928274
1240.00, 0.00005474212187972505
1250.00, 0.00007225682022027335
1260.00, 0.00005112993634903695
1270.00, 0.00005961686920907816
1280.00, 0.00006909655346232224
1290.00, 0.00008835002092988375
1300.00, 0.00010791199738813262
1310.00, 0.00003824166561250397
1320.00, 0.00007019217930925858
1330.00, 0.00007063819222019596
1340.00, 0.00003560127315971329
1350.00, 0.00003162475728180070
1360.00, 0.00000215789232138608
1370.00, 0.00000715846502297168
1380.00, 0.00002832488005710676
1390.00, 0.00004987227109864989
1400.00, 0.00001822921549632373
1410.00, 0.00001272658738316057
1420.00, 0.00005775959574827461
1430.00, 0.00006841077346908531
1440.00, 0.00003920974240079200
1450.00, 0.00007418225974598069
1460.00, 0.00009987912015185785
1470.00, 0.00008620651774660093
1480.00, 0.00008148202830937645
1490.00, 0.00013804453404264727
1500.00, 0.00011497011610950292
1510.00, 0.00012281525221291556
1520.00, 0.00010691779027516279
1530.00, 0.00009134173803193590
1540.00, 0.00010637602285745729
1550.00, 0.00008932287113794235
1560.00, 0.00010520488421283947
1570.00, 0.00011074177790171280
1580.00, 0.00010452635590874060
1590.00, 0.00008123817943272993
1600.00, 0.00005226414273384883
1610.00, 0.00004533585169275156
1620.00, 0.00005731326146485305
1630.00, 0.00001290833051381668
1640.00, 0.00005698200745629656
1650.00, 0.00003664191376973047
1660.00, 0.00000864628113761423
1670.00, 0.00002209822193932620
1680.00, 0.00000225632929939934
1690.00, 0.00000267523369723577
1700.00, 0.00001133871003633491
1710.00, 0.00000650349675779260
1720.00, 0.00005221003790190082
1730.00, 0.00003701072128181604
1740.00, 0.00004849490546443569
1750.00, 0.00006336960025121741
1760.00, 0.00005663356503637917
1770.00, 0.00012291520640617115
1780.00, 0.00014944483679302234
1790.00, 0.00016605642918443575
1800.00, 0.00016471299796005923
1810.00, 0.00017725842955274018
1820.00, 0.00014432818520115909
1830.00, 0.00016920877567483394
1840.00, 0.00011532036595640616
1850.00, 0.00017291921634088325
1860.00, 0.00023490842096041131
1870.00, 0.00016534195514661398
1880.00, 0.00016513841294751863
1890.00, 0.00013357543554037843
1900.00, 0.00008674332105551574
1910.00, 0.00010139788824248264
1920.00, 0.00007924365115519194
1930.00, 0.00007153896514822122
1940.00, 0.00010029803768440981
1950.00, 0.00008643408909159156
1960.00, 0.00008376391592423982
1970.00, 0.00008568434371269973
1980.00, 0.00007339290115893071
1990.00, 0.00010671404643447513
2000.00, 0.00012871577999828965
