Tempo,Erro Little
10.00, 0.00000000089128049385
20.00, 0.00000000508431519108
30.00, 0.00000001896159047832
40.00, 0.00000000472036310040
50.00, 0.00000001193477230932
60.00, 0.00000005829242877287
70.00, 0.00000020798531896737
80.00, 0.00000018317110306310
90.00, 0.00000010759826840623
100.00, 0.00000086097826740295
110.00, 0.00000196464513629868
120.00, 0.00000286563191975731
130.00, 0.00000236357091254469
140.00, 0.00000271382341654469
150.00, 0.00000432781549764005
160.00, 0.00000492957424647056
170.00, 0.00000625670475629114
180.00, 0.00000753781400353315
190.00, 0.00000410988997712192
200.00, 0.00000252093005270737
210.00, 0.00000194445566492618
220.00, 0.00000108009676580423
230.00, 0.00000933680490899924
240.00, 0.00001174366063594334
250.00, 0.00001153139701948191
260.00, 0.00001464022885366845
270.00, 0.00001194226183898195
280.00, 0.00001023642863873242
290.00, 0.00000870533238184201
300.00, 0.00000998580651945247
310.00, 0.00000317971359997671
320.00, 0.00000363099927902510
330.00, 0.00000355904340532121
340.00, 0.00001942437237856254
350.00, 0.00001744815000925826
360.00, 0.00001300251290725640
370.00, 0.00000912059363988860
380.00, 0.00001174411913407170
390.00, 0.00000997738198638132
400.00, 0.00001653545069935092
410.00, 0.00000773233612161306
420.00, 0.00000182432352735518
430.00, 0.00000704517008909278
440.00, 0.00001927686096525605
450.00, 0.00001664448846039335
460.00, 0.00002817167861746128
470.00, 0.00002485715892053264
480.00, 0.00001731809096572334
490.00, 0.00003821546804694265
500.00, 0.00003939493340343603
510.00, 0.00000283125832645226
520.00, 0.00000845940993343675
530.00, 0.00001511356609729120
540.00, 0.00001606470055293130
550.00, 0.00001389270140172982
560.00, 0.00000471198713469789
570.00, 0.00001203112348324709
580.00, 0.00003119258588224483
590.00, 0.00000534323803869086
600.00, 0.00001233194399841153
610.00, 0.00003506043431578121
620.00, 0.00002791423224035583
630.00, 0.00005091415560620760
640.00, 0.00006070818105818887
650.00, 0.00009137632262490314
660.00, 0.00008575932142740328
670.00, 0.00010878508872469439
680.00, 0.00006962300807522581
690.00, 0.00005876139445692985
700.00, 0.00002369949180458519
710.00, 0.00002776617055744168
720.00, 0.00003030695349259815
730.00, 0.00002394996066890087
