Tempo,Erro Little
10.00, 0.00000000064053264082
20.00, 0.00000000539054488546
30.00, 0.00000002390757018744
40.00, 0.00000001157346690706
50.00, 0.00000000327139496048
60.00, 0.00000006168010746599
70.00, 0.00000008522852551485
80.00, 0.00000023804329213339
90.00, 0.00000055097881479504
100.00, 0.00000116506149572260
110.00, 0.00000075209379829522
120.00, 0.00000138223195195186
130.00, 0.00000191045070219165
140.00, 0.00000211771674540895
150.00, 0.00000228324688500425
160.00, 0.00000086973342172669
170.00, 0.00000052252212145998
180.00, 0.00000116870190858265
190.00, 0.00000175688796533180
200.00, 0.00000332323927776379
210.00, 0.00000413839980628605
220.00, 0.00000289835477929046
230.00, 0.00000155619313446653
240.00, 0.00000391736674698606
250.00, 0.00000393876837234686
260.00, 0.00000199276916501567
270.00, 0.00000065996213982622
280.00, 0.00000141441858869662
290.00, 0.00000072567418674119
300.00, 0.00000095190160154246
310.00, 0.00000634455350168039
320.00, 0.00000024422657007861
330.00, 0.00000605647789608810
340.00, 0.00000246210408216818
350.00, 0.00000208016637825992
360.00, 0.00000186021982950813
370.00, 0.00000521033058831222
380.00, 0.00000268799584612900
390.00, 0.00000993495573675673
400.00, 0.00001097956632190034
410.00, 0.00001433961590779909
420.00, 0.00000656330237669422
430.00, 0.00001539064916533661
440.00, 0.00000576201725532854
450.00, 0.00000999738833984409
460.00, 0.00000150659597308866
470.00, 0.00002391290544756508
480.00, 0.00003393950384422695
490.00, 0.00002089590862563995
500.00, 0.00002900609439793200
510.00, 0.00000995725665609015
520.00, 0.00000321511441025990
530.00, 0.00001459056254793367
540.00, 0.00000240904124160224
550.00, 0.00000955641072586388
560.00, 0.00001712272962750561
570.00, 0.00002350134718076546
580.00, 0.00002242908728433690
590.00, 0.00002484930448254374
600.00, 0.00003698146531494473
610.00, 0.00004381515018359039
620.00, 0.00005336972829050879
630.00, 0.00003777627668322125
640.00, 0.00004184979520349685
650.00, 0.00002796395877391333
660.00, 0.00001983503553448784
670.00, 0.00002392825292751866
680.00, 0.00001642778572463754
690.00, 0.00003518640139610341
700.00, 0.00003676009843189831
710.00, 0.00001716267136009364
720.00, 0.00001660583258811243
730.00, 0.00000874774173631465
740.00, 0.00001038978615319763
750.00, 0.00001883883202857817
760.00, 0.00002745422244920803
770.00, 0.00002778854651586116
780.00, 0.00002770896683967905
790.00, 0.00001464782055249358
800.00, 0.00006264489795215766
810.00, 0.00010372204262543150
820.00, 0.00007759437863930074
830.00, 0.00006327032979358549
840.00, 0.00008838522759235801
850.00, 0.00011177118531646713
860.00, 0.00011974473614229098
870.00, 0.00011709592027520088
880.00, 0.00015972073670100784
890.00, 0.00017760408738576317
900.00, 0.00015665546670717845
910.00, 0.00017863118513528065
920.00, 0.00017797853771917005
930.00, 0.00014939489308885001
940.00, 0.00012138620080692775
950.00, 0.00009105136042286688
960.00, 0.00012045938542337709
970.00, 0.00010304733089672169
980.00, 0.00007877422333768536
990.00, 0.00008053443852373832
1000.00, 0.00009106959524851632
1010.00, 0.00008343315570336074
1020.00, 0.00008777028111772722
1030.00, 0.00008435218643887410
1040.00, 0.00009287939932356437
1050.00, 0.00007844280006530369
1060.00, 0.00004021754973226876
1070.00, 0.00005124511839182944
1080.00, 0.00005622237224223170
1090.00, 0.00004329160870142346
1100.00, 0.00001425601609073013
1110.00, 0.00003750617711251181
1120.00, 0.00008005015686096684
1130.00, 0.00003685082944615559
1140.00, 0.00010033063849057555
1150.00, 0.00020402853115664144
1160.00, 0.00017005852434337498
1170.00, 0.00017173890091637389
